1.512450426816940308e-01	1.512450426816940308e-01
3.717402219772338867e-01	3.717402219772338867e-01
1.095156744122505188e-01	1.095156744122505188e-01
1.977512091398239136e-01	1.977512240409851074e-01
1.761023253202438354e-01	1.761022955179214478e-01
1.527199298143386841e-01	1.527199298143386841e-01
1.324327290058135986e-01	1.324326992034912109e-01
3.072255849838256836e-01	3.072256147861480713e-01
1.266052424907684326e-01	1.266052424907684326e-01
2.211178094148635864e-01	2.211177498102188110e-01
2.104616910219192505e-01	2.104617059230804443e-01
1.671662628650665283e-01	1.671662926673889160e-01
2.020702213048934937e-01	2.020702213048934937e-01
1.865045577287673950e-01	1.865045577287673950e-01
1.040362417697906494e-01	1.040362417697906494e-01
1.520950347185134888e-01	1.520950049161911011e-01
1.312834322452545166e-01	1.312834173440933228e-01
1.415184140205383301e-01	1.415184438228607178e-01
1.708532571792602539e-01	1.708532571792602539e-01
1.243746131658554077e-01	1.243746429681777954e-01
1.474853008985519409e-01	1.474853008985519409e-01
3.140845000743865967e-01	3.140844702720642090e-01
1.696059703826904297e-01	1.696059554815292358e-01
1.433492153882980347e-01	1.433492004871368408e-01
1.344612538814544678e-01	1.344612687826156616e-01
1.355180293321609497e-01	1.355180293321609497e-01
1.425781846046447754e-01	1.425781995058059692e-01
1.728248447179794312e-01	1.728248149156570435e-01
4.036671817302703857e-01	4.036671221256256104e-01
1.233747154474258423e-01	1.233747154474258423e-01
1.468561142683029175e-01	1.468561291694641113e-01
1.514001339673995972e-01	1.514001041650772095e-01
1.298193931579589844e-01	1.298193931579589844e-01
1.270768493413925171e-01	1.270768344402313232e-01
1.199444234371185303e-01	1.199444830417633057e-01
1.516956984996795654e-01	1.516957134008407593e-01
2.417384386062622070e-01	2.417384386062622070e-01
1.245445013046264648e-01	1.245445013046264648e-01
1.429737955331802368e-01	1.429737955331802368e-01
1.917763203382492065e-01	1.917763203382492065e-01
1.164391487836837769e-01	1.164391264319419861e-01
3.725624978542327881e-01	3.725624978542327881e-01
1.115178838372230530e-01	1.115178838372230530e-01
4.164055585861206055e-01	4.164055585861206055e-01
1.212924644351005554e-01	1.212924644351005554e-01
1.638903915882110596e-01	1.638903766870498657e-01
1.398958116769790649e-01	1.398957818746566772e-01
2.370704710483551025e-01	2.370704710483551025e-01
1.300255358219146729e-01	1.300255358219146729e-01
1.260926872491836548e-01	1.260926723480224609e-01
1.429045051336288452e-01	1.429045051336288452e-01
1.192179769277572632e-01	1.192179769277572632e-01
1.161363199353218079e-01	1.161363199353218079e-01
1.264539957046508789e-01	1.264540255069732666e-01
1.505193263292312622e-01	1.505193263292312622e-01
1.358252018690109253e-01	1.358252167701721191e-01
1.058846563100814819e-01	1.058846563100814819e-01
1.331328600645065308e-01	1.331328898668289185e-01
1.971800327301025391e-01	1.971800476312637329e-01
1.442333012819290161e-01	1.442333012819290161e-01
1.508362293243408203e-01	1.508362293243408203e-01
1.138141080737113953e-01	1.138140857219696045e-01
1.424692571163177490e-01	1.424692869186401367e-01
1.274734288454055786e-01	1.274734586477279663e-01
2.198521941900253296e-01	2.198521494865417480e-01
1.379518359899520874e-01	1.379518210887908936e-01
1.216034814715385437e-01	1.216034814715385437e-01
1.825037151575088501e-01	1.825037151575088501e-01
1.739788949489593506e-01	1.739788651466369629e-01
1.361233443021774292e-01	1.361233443021774292e-01
1.194762364029884338e-01	1.194762215018272400e-01
1.319337785243988037e-01	1.319337636232376099e-01
2.393258363008499146e-01	2.393257766962051392e-01
1.588764041662216187e-01	1.588764041662216187e-01
1.804404705762863159e-01	1.804404705762863159e-01
1.298670321702957153e-01	1.298670321702957153e-01
1.562601327896118164e-01	1.562601476907730103e-01
2.373279780149459839e-01	2.373279780149459839e-01
2.388405650854110718e-01	2.388406246900558472e-01
1.134382858872413635e-01	1.134382411837577820e-01
1.614544242620468140e-01	1.614544391632080078e-01
1.335628777742385864e-01	1.335628777742385864e-01
1.486276835203170776e-01	1.486276835203170776e-01
1.417783200740814209e-01	1.417783349752426147e-01
3.075990080833435059e-01	3.075989484786987305e-01
1.223614662885665894e-01	1.223614811897277832e-01
1.390657573938369751e-01	1.390657126903533936e-01
1.228320747613906860e-01	1.228320747613906860e-01
1.450159102678298950e-01	1.450159251689910889e-01
1.477164030075073242e-01	1.477163881063461304e-01
1.290851980447769165e-01	1.290852129459381104e-01
2.849433422088623047e-01	2.849432826042175293e-01
1.947409510612487793e-01	1.947409510612487793e-01
1.863252222537994385e-01	1.863252222537994385e-01
1.120683699846267700e-01	1.120683699846267700e-01
1.759105473756790161e-01	1.759105622768402100e-01
1.174975484609603882e-01	1.174975484609603882e-01
1.539745777845382690e-01	1.539745777845382690e-01
1.570783108472824097e-01	1.570783108472824097e-01
1.080131083726882935e-01	1.080131083726882935e-01
1.314027905464172363e-01	1.314027905464172363e-01
2.585851550102233887e-01	2.585851848125457764e-01
1.373878270387649536e-01	1.373878419399261475e-01
3.179124593734741211e-01	3.179124593734741211e-01
1.305585354566574097e-01	1.305585056543350220e-01
1.108920201659202576e-01	1.108920201659202576e-01
4.079789221286773682e-01	4.079788923263549805e-01
1.106873452663421631e-01	1.106873452663421631e-01
3.214821815490722656e-01	3.214822113513946533e-01
1.601531058549880981e-01	1.601530909538269043e-01
2.474057823419570923e-01	2.474057674407958984e-01
1.950750201940536499e-01	1.950750499963760376e-01
2.397831976413726807e-01	2.397832274436950684e-01
2.916637361049652100e-01	2.916637957096099854e-01
1.965497285127639771e-01	1.965497285127639771e-01
1.644699275493621826e-01	1.644699424505233765e-01
1.246653869748115540e-01	1.246653869748115540e-01
2.935506105422973633e-01	2.935506403446197510e-01
1.269409358501434326e-01	1.269409656524658203e-01
1.604283452033996582e-01	1.604283452033996582e-01
2.977787256240844727e-01	2.977786958217620850e-01
1.243461444973945618e-01	1.243461444973945618e-01
1.352290958166122437e-01	1.352290660142898560e-01
2.885470688343048096e-01	2.885471284389495850e-01
3.374934196472167969e-01	3.374933898448944092e-01
2.450145184993743896e-01	2.450144588947296143e-01
1.629963666200637817e-01	1.629963964223861694e-01
1.316014975309371948e-01	1.316014975309371948e-01
1.904404312372207642e-01	1.904404610395431519e-01
1.714139282703399658e-01	1.714139133691787720e-01
1.389215737581253052e-01	1.389215886592864990e-01
1.865622401237487793e-01	1.865622401237487793e-01
1.430283784866333008e-01	1.430283635854721069e-01
1.523233354091644287e-01	1.523233354091644287e-01
1.760135143995285034e-01	1.760135591030120850e-01
2.231320440769195557e-01	2.231320440769195557e-01
1.993247270584106445e-01	1.993247270584106445e-01
1.701776236295700073e-01	1.701775938272476196e-01
1.432242542505264282e-01	1.432242244482040405e-01
1.423547565937042236e-01	1.423547565937042236e-01
3.506713211536407471e-01	3.506713509559631348e-01
1.275020241737365723e-01	1.275020241737365723e-01
4.873461723327636719e-01	4.873461723327636719e-01
1.333554238080978394e-01	1.333554238080978394e-01
1.497662812471389771e-01	1.497663259506225586e-01
1.389742940664291382e-01	1.389742940664291382e-01
1.373121440410614014e-01	1.373121440410614014e-01
2.467190027236938477e-01	2.467189133167266846e-01
1.346813440322875977e-01	1.346813440322875977e-01
1.778096705675125122e-01	1.778096705675125122e-01
3.934303522109985352e-01	3.934303820133209229e-01
9.562139213085174561e-02	9.562142193317413330e-02
1.549957841634750366e-01	1.549957841634750366e-01
9.976594150066375732e-02	9.976594150066375732e-02
1.606511026620864868e-01	1.606511026620864868e-01
1.398717015981674194e-01	1.398717015981674194e-01
1.873907744884490967e-01	1.873907744884490967e-01
1.790900081396102905e-01	1.790900081396102905e-01
1.700730174779891968e-01	1.700730174779891968e-01
2.797270715236663818e-01	2.797270417213439941e-01
1.303881257772445679e-01	1.303881257772445679e-01
2.343018501996994019e-01	2.343018501996994019e-01
1.168736517429351807e-01	1.168736517429351807e-01
2.944691181182861328e-01	2.944691777229309082e-01
1.100723221898078918e-01	1.100723519921302795e-01
1.430187672376632690e-01	1.430187821388244629e-01
1.397810280323028564e-01	1.397810280323028564e-01
1.316586285829544067e-01	1.316585987806320190e-01
1.438427418470382690e-01	1.438427120447158813e-01
1.392484158277511597e-01	1.392483860254287720e-01
1.357909590005874634e-01	1.357909888029098511e-01
1.704900413751602173e-01	1.704900413751602173e-01
1.358242630958557129e-01	1.358242779970169067e-01
4.170325994491577148e-01	4.170325398445129395e-01
1.359084546566009521e-01	1.359084695577621460e-01
2.373004555702209473e-01	2.373004257678985596e-01
1.031146422028541565e-01	1.031146645545959473e-01
1.327550858259201050e-01	1.327550858259201050e-01
1.698175519704818726e-01	1.698175221681594849e-01
2.126408815383911133e-01	2.126408368349075317e-01
2.142353802919387817e-01	2.142353504896163940e-01
