;level	cluster	node
1	ubx_m58_FILTER_LEN11_57,ubx_m18_FILTER_LEN11_17,ubx_m43_FILTER_LEN11_42,ubx_m11_FILTER_LEN11_10,ubx_m9_FILTER_LEN11_8,ubx_m91_FILTER_LEN11_90,ubx_m64_FILTER_LEN11_63	node_6
2	ubx_m58_FILTER_LEN11_57,ubx_m18_FILTER_LEN11_17,ubx_m43_FILTER_LEN11_42	node_4
3	ubx_m58_FILTER_LEN11_57,ubx_m18_FILTER_LEN11_17	node_1
4	ubx_m11_FILTER_LEN11_10,ubx_m9_FILTER_LEN11_8,ubx_m91_FILTER_LEN11_90,ubx_m64_FILTER_LEN11_63	node_5
5	ubx_m11_FILTER_LEN11_10,ubx_m9_FILTER_LEN11_8	node_2
6	ubx_m91_FILTER_LEN11_90,ubx_m64_FILTER_LEN11_63	node_3
