;level	cluster	node
1	ubx_m22_FILTER_LEN11_21,ubx_m65_FILTER_LEN11_64,ubx_m34_FILTER_LEN11_33,ubx_m30_FILTER_LEN11_29	node_3
2	ubx_m22_FILTER_LEN11_21,ubx_m65_FILTER_LEN11_64	node_1
3	ubx_m34_FILTER_LEN11_33,ubx_m30_FILTER_LEN11_29	node_2
